Provider Name,Provider Type,Cost Year,First Mortgage,Second Mortgage,Third Mortgage,Fourth Mortgage,CHEFA Interest Expense,Movable Equip Automotive Equip,Movable Equip Lender Other CCNH,Total Movable Equip Interest,Other Interest Expense,Total All Interest Expense,Total Building Interest Expense,Laundry In House Processing LBS,Laundry In House Processing Amt $,Laundry Employee Items LBS,Laundry Employee Items Amt $,Personal Clothing LBS,Personal Clothing Amt $,Repair Purchase Linens LBS,Repair Purchase Linens Amt $,Purchased Services,Mgt Services,Other Laundry,Total Laundry Expenditures,Repair and Maintenance,Heat,Light and Power,Water,Equipment Lease,Other Maintenance,Total Maint and Operating Expense,Depreciation Land Improvements,Depreciation Building Improvements,Depreciation Non Movable Equip,Depreciation Movable Equip,Total Depreciation Costs,Amortization Organization Expense,Amortization Mortgage Expense,Amortization Leasehold Improve,Amortization Other,Total Amortization Costs,Property Rental,Property Tax by Owner,Property Tax by Lessor,Personal Property Tax,Total Property Expenses,Res Care RX Own Pharmacy,Res Care Purchased from Omi Care CCNH,Res Care Med Cabinet Drugs,Res Care Med and Therapeutic Supplies,Res Care Ambulance Limousine,Res Care Emergency Oxygen Use,Res Care Other Oxygen,Res Care Xray and Related Procedures,Res Care Dental,Res Care Laboratory,Res Care Recreation,Res Care Other,Management Fee Direct,Total Res Care Expenditures,Bed Capacity Previous Report,Bed Capacity This Report,Number of Res Previous Report,Number of Res This Report,Medicare,Medicaid CT,Medicaid Other States,Private Pay,State SSI for RCH,Care Days Other,Total Care Days,Medicaid Reserve Bed Days,Other Reserve Bed Days,Total Resident Days,Total number of PT Treatments Medicaid Part B,Total number of PT Treatments Medicaid Maintenance Treatments,Total number of PT Treatments Restorative Treatments,Total number of PT Treatments Other,Total PT Treatments,Total number of ST Treatments Medicaid Part B,Total number of ST Treatments Medicaid Maintenance Treatments,Total number of ST Treatments Medicaid Restorative Treatments,Total number of ST Treatments Other,Total ST Treatments,Total number of OT Treatments Medicaid Part B,Total number of OT Treatments Medicaid Maintenance Treatments,Total number of OT Treatments Medicaid Restorative Treatments,Total number of OT Treatments Other,Total OT Treatments,Res Room Board Care Rev Medicaid Res CT only,Medicaid Room and Board Contractual Allowance,Res Room Board Care Rev Medicaid All Other States,Other States Room and Board Contracutal Allowance,Medicare,Medicare Room and Board Contractual Allowance,Res Room Board Care Rev Private Pay Res and Other,Private Pay Room and Board Contractual Allowance,Prescription Drugs Medicare,Prescription Drugs Medicare Contracual Allowance,Prescription Drugs Other,Prescription Drugs Other Contractual Allowance, Medical Supplies Medicare,"Medical Supplies, Medicare Contractual Allowance",Medical Supplies Other,Medical Supplies Other Contractual Allowance,Physical Therapy Medicare,Physical Therapy Medicare Contractual Allowance,Physical Therapy Other,"Physical Therapy, Other Contractual Allowance",Speech Therapy Medicare,"Speech Therapy, Medicare Contractual Allowance",Speech Therapy Other,"Speech Therapy, Other Contractual Allowance",Occupational Therapy Medicare,"Occupational Therapy, Medicare Contractual Allowance",Occupational Therapy Other,"Occupational Therapy, Other Contractual Allowance",Other Medicare,Other Res Rev Other Non Medicare,Total Resident Revenue,Other Rev Meals Sold,Other Rev Rental of Room to NonRes,Other Rev Telephone,Other Rev TV Rental,Other Rev Interest Income,Other Revenue Private Duty Nurses Fees,Other Rev Barber Coffee Beauty and Gift Shops,Other Rev Other,Total Other Rev,Total All Rev,Salaries and Wages Operators Owners $,Salaries and Wages Operators Owners Hrs,Salaries and Wages Administrator $,Salaries and Wages Administrator Hrs,Salaries and Wages Assist Administrator $,Salaries and Wages Assist Administrator Hrs,Salaries and Wages Other Administrator $,Salaries and Wages Other Administrator Hrs,Salaries and Wages Head Dietitian $,Salaries and Wages Head Dietitian Hrs,Salaries and Wages Food Serv Supervisor $,Salaries and Wages Food Serv Supervisor Hrs,Salaries and Wages Dietary Workers $,Salaries and Wages Dietary Workers Hrs,Salaries and Wages Head Housekeeper $,Salaries and Wages Head Housekeeper Hrs,Salaries and Wages Housekeeper Worker $,Salaries and Wages Housekeeper Worker Hrs,Salaries and Wages Engineer $,Salaries and Wages Engineer Hrs,Salaries and Wages Maintenance Worker $,Salaries and Wages Maintenance Worker Hrs,Salaries and Wages Laundry Supervisor $,Salaries and Wages Laundry Supervisor Hrs,Salaries and Wages Laundry Worker $,Salaries and Wages Laundry Worker Hrs,Salaries and Wages Barber $,Salaries and Wages Barber Hrs,Salaries and Wages Protective Services $,Salaries and Wages Protective Services Hrs,Salaries and Wages Head Accountant $,Salaries and Wages Head Accountant Hrs,Salaries and Wages Other Accountant $,Salaries and Wages Other Accountant Hrs,Salaries and Wages Director Nurse $,Salaries and Wages Director Nurse Hrs,Salaries and Wages RN Direct Care $,Salaries and Wages RN Direct Care Hrs,Salaries and Wages RN Admin $,Salaries and Wages RN Admin Hrs,Salaries and Wages LPN Direct Care $,Salaries and Wages LPN Direct Care Hrs,Salaries and Wages LPN Admin $,Salaries and Wages LPN Admin Hrs,Salaries and Wages Aides $,Salaries and Wages Aides Hrs,Salaries and Wages PT $,Salaries and Wages PT Hrs,Salaries and Wages ST $,Salaries and Wages ST Hrs,Salaries and Wages OT $,Salaries and Wages OT Hrs,Salaries and Wages Recreation Worker $,Salaries and Wages Recreation Worker Hrs,Salaries and Wages Med Director $,Salaries and Wages Med Director Hrs,Salaries and Wages Utilization Review $,Salaries and Wages Utilization Review Hrs,Salaries and Wages Res Care $,Salaries and Wages Res Care Hrs,Salaries and Wages Physician $,Salaries and Wages Physician Hrs,Salaries and Wages Dentist $,Salaries and Wages Dentist Hrs,Salaries and Wages Pharmacists $,Salaries and Wages Pharmacists Hrs,Salaries and Wages Podiatrists $,Salaries and Wages Podiatrists Hrs,Salaries and Wages Social Worker Case Mgt $,Salaries and Wages Social Worker Case Mgt Hrs,Salaries and Wages Marketing $,Salaries and Wages Marketing Hrs,Salaries and Wages Other $,Salaries and Wages Other Hrs,Salaries and Wages Other Attached Schedule $,Salaries and Wages Other Attached Schedule Hrs,Total Salary Expenditures $,Total Salary Expenditures Hrs,Dietary Workers,Other Laundry Workers,Other Housekeeping Workers,Aides and Attendants,All Other Wages Paid,Total Wage Paid,Total Salaries Paid,Total Wages and Salaries Paid,Other Resident Revenue Prescription Drugs Medicare B,Other Resident Revenue Prescription Drugs Other D,Medicaid Residents CT Room and Board Contractual Allowance,Medicaid Residents All Other States Room and Board Contractual Allowance,Medicare Residents Room and Board Contractual Allowance,Other Resident Revenue Medicare Medical Supplies B,Other Resident Revenue Other Medical Supplies D,Other Resident Revenue Occupational Therapy B,Other Resident Revenue Occupational Therapy D,Private Pay Residents and Other Room and Board Contractual Allowance,Other Resident RevenuePhysical TherapyMedicare B,Other Resident RevenuePhysical TherapyOther D,Other Resident RevenueSpeech TherapyMedicare B,Other Resident RevenueSpeech TherapyOther D
CIB-Prospect Street,ICF-IID,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8613,2978,12200,1848,20213,7490,53342,0,4856,0,0,4856,0,0,0,0,0,0,0,0,0,4856,0,0,11057,36211,0,0,0,0,0,0,41,120338,0,167647,6,6,6,6,0,2196,0,0,0,0,2196,0,0,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684742,0,0,0,0,0,55657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740399,0,0,0,0,0,0,0,321,321,1740720,0,0,0,0,0,0,97902,3100,982,34,0,0,0,0,0,0,0,0,0,0,9248,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25588,769,8529,256,368576,15652,0,0,279857,17394,0,0,1285,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5866,195,0,0,39832,1172,0,0,837665,38991,982,0,0,648433,10346,659761,177904,837665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIB-Rob Edward,ICF-IID,2020,4264,0,0,0,0,0,0,0,0,4264,4264,0,0,0,0,0,0,0,0,0,0,0,0,26180,7299,5904,16931,0,6385,62699,579,10189,0,1039,11807,0,0,0,0,0,0,0,0,0,11807,0,0,2129,10822,0,0,0,0,0,0,3,6955,0,19909,6,6,6,6,0,2196,0,0,0,0,2196,0,0,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989900,0,0,0,0,0,65779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055679,0,0,0,0,223,0,0,47554,47777,1103456,0,0,0,0,0,0,74827,2363,982,34,0,0,0,0,0,0,0,0,0,0,9248,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24123,725,8041,242,16,1,0,0,458055,28470,0,0,1289,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8382,279,0,0,50220,1457,0,0,635183,33990,982,0,0,458072,10352,469406,165777,635183,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CIB-Watertown Group Home,ICF-IID,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8613,2978,12200,1848,20213,7490,53342,0,4856,0,0,4856,0,0,0,0,0,0,0,0,0,4856,0,0,11057,36211,0,0,0,0,0,0,41,120338,0,167647,6,6,6,6,0,2196,0,0,0,0,2196,0,0,2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1684742,0,0,0,0,0,55657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740399,0,0,0,0,0,0,0,321,321,1740720,0,0,0,0,0,0,97902,3100,982,34,0,0,0,0,0,0,0,0,0,0,9248,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25588,769,8529,256,368576,15652,0,0,279857,17394,0,0,1285,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5866,195,0,0,39832,1172,0,0,837665,38991,982,0,0,648433,10346,659761,177904,837665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cobalt Lodge Health Care & Rehab. Ctr,CCNH   ,2020,9675,0,0,0,0,0,0,0,8618,18293,9675,0,0,0,0,0,0,0,0,55315,0,0,55315,36632,34819,40722,20359,0,9369,141901,12786,19331,0,17811,49928,0,0,0,0,0,0,50946,0,2769,103643,0,51975,138514,0,9640,0,6773,1026,0,11139,179633,8537,0,407237,60,60,40,30,633,11355,0,803,0,140,12931,0,0,12931,2306,178,0,3,2487,220,76,0,0,296,2158,88,0,0,2246,2396400,0,0,0,478206,0,365415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240021,0,0,0,0,0,0,0,750000,750000,3990021,0,0,75419,2160,0,0,285186,7691,0,0,84034,2122,189645,11902,0,0,103263,8303,50567,2183,16962,887,0,0,0,0,0,0,0,0,0,0,0,0,127496,2120,354361,7613,114445,3443,252221,12413,0,0,443966,39800,0,0,0,0,0,0,64446,3234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26222,1184,0,0,0,0,0,0,2188233,105055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coccomo Memorial Health Center,CCNH   ,2020,0,0,0,0,0,0,0,0,39758,39758,0,0,5448,0,0,0,0,0,10602,0,0,0,16050,141168,9497,123033,50977,0,30070,354745,0,0,0,31330,31330,0,0,73422,0,73422,551202,0,125380,6967,788301,0,180952,0,222118,0,0,29081,4240,0,32359,4188,52366,0,525304,100,100,83,81,3976,24808,0,3343,0,0,32127,0,0,32127,1816,0,0,8281,10097,515,0,0,981,1496,1120,0,0,7310,8430,5019798,0,0,0,1587679,528567,1856614,0,147619,-147764,21747,-21643,0,0,0,0,291421,-226238,61990,-35205,54180,-30417,13140,-4050,326250,-274572,53117,-34515,0,0,9187718,0,0,0,0,99,0,0,860463,860562,10048280,0,0,90976,2103,0,0,87585,4364,38553,1198,63947,1982,355435,21313,47196,2121,145449,9195,0,0,91372,4377,0,0,90138,6363,0,0,0,0,0,0,164959,5005,208153,4138,459031,10750,178410,4566,770643,26345,0,0,1214902,66617,245772,5581,66882,1530,124275,3221,91545,4734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118990,4342,0,0,0,0,0,0,4654213,189845,0,0,0,0,0,0,0,0,-147764,-21643,0,0,528567,0,0,-274572,-34515,0,-226238,-35205,-30417,-4050
"Colonial Health & Rehab Center of Plainfield, LLC",CCNH   ,2020,0,0,0,0,0,0,0,0,1698,1698,0,0,0,0,0,0,0,0,9023,23666,0,3663,36352,97650,44387,97129,26665,3874,29681,299386,0,0,13138,84565,97703,0,0,6995,0,6995,780167,0,92302,10849,988016,0,262486,19699,210644,16558,0,5932,20119,0,23776,10058,67873,0,637145,90,90,85,78,4420,18736,0,4682,0,2121,29959,85,0,30044,7174,0,109,6388,13671,444,0,6,268,718,6294,0,145,6133,12572,7080411,-2348833,0,0,461878,1437859,2449956,-581816,156392,0,170578,0,0,0,0,0,1247005,0,496430,0,141950,0,8400,0,1266550,0,482250,0,-1312236,7545,12476555,878,0,0,0,221,0,0,1039755,1040854,13517409,0,0,116308,2248,0,0,220651,8545,0,0,0,0,304823,18199,0,0,200456,9592,43641,1665,30991,1792,0,0,33827,4745,0,0,0,0,0,0,0,0,128741,3611,555885,14270,338186,6196,852698,29595,0,0,1407777,72738,0,0,0,0,0,0,118033,5010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45846,1762,0,0,67220,2170,0,0,4465083,182138,0,0,0,0,0,0,0,0,0,0,-2348833,0,1437859,0,0,0,0,-581816,0,0,0,0
Connecticut Baptist Homes,CCNH   ,2020,17129,0,0,0,0,0,0,0,1312,18441,17129,0,3583,0,0,0,0,0,0,0,0,0,3583,27596,17609,44063,14758,0,70951,174977,1709,84059,3434,25985,115187,0,2589,0,0,2589,0,0,0,0,117776,0,38005,0,70120,0,0,4492,1783,0,125,15094,4435,0,134054,30,30,27,19,869,7047,0,1720,0,0,9636,74,46,9756,2940,0,0,0,2940,583,0,0,0,583,3649,0,0,0,3649,3070122,-1520296,0,0,327613,236869,783264,0,31958,-31958,0,0,653,-653,0,0,150730,-62519,1371,0,72371,-19594,0,0,185243,-63276,0,4310,0,0,3166208,3622,0,6047,0,87308,0,0,229994,326971,3493179,19734,709,62927,709,0,0,65309,3525,0,0,0,0,154460,10250,0,0,44531,3057,28587,1130,0,0,0,0,37808,2620,0,0,0,0,0,0,0,0,60375,1040,104522,2674,87951,2080,194606,6167,0,0,511739,26964,0,0,0,0,0,0,65366,3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60503,2162,0,0,12632,34,0,0,1511050,66224,0,0,0,0,0,0,0,0,-31958,0,-1520296,0,236869,-653,0,-63276,4310,0,-62519,0,-19594,0
Connecticut Baptist Homes,RHNS   ,2020,17129,0,0,0,0,0,0,0,1312,18441,17129,0,3696,0,0,0,0,0,0,0,0,0,3696,27596,17609,44063,14758,0,70951,174977,1710,84061,3435,25384,114590,0,2589,0,0,2589,0,0,0,0,117179,0,15158,0,27968,0,0,1791,711,0,50,15094,4620,0,65392,30,30,28,25,347,6924,0,2788,0,0,10059,87,17,10163,2989,0,0,0,2989,876,0,0,0,876,4812,0,0,0,4812,2765978,-1365671,0,0,130668,94476,1094707,0,12747,-12747,0,0,260,-260,0,0,153162,-63528,1394,0,108557,-29390,0,0,244555,-83536,0,5689,0,0,3057061,3773,0,6299,0,87309,0,0,231125,328506,3385567,21217,762,67657,762,0,0,65309,3525,0,0,0,0,160904,10678,0,0,44531,3057,28587,1130,0,0,0,0,39001,2702,0,0,0,0,0,0,0,0,60374,1040,513953,13147,87950,2080,0,0,0,0,463001,24395,0,0,0,0,0,0,65366,3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60502,2161,0,0,13158,35,0,0,1691510,68577,0,0,0,0,0,0,0,0,-12747,0,-1365671,0,94476,-260,0,-83536,5689,0,-63528,0,-29390,0
Cook Willow Convalescent Hosp. Inc.,CCNH   ,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corner House Residential Care LLC,RCH    ,2020,0,0,0,0,0,0,477,477,0,477,0,0,1756,0,0,0,0,0,0,0,0,0,1756,33457,1531,18431,10337,0,9260,73016,0,0,1357,388,1745,0,0,24102,0,24102,136612,33934,0,157,196550,0,0,402,0,0,0,0,0,0,0,1629,2743,0,4774,35,35,34,29,0,0,0,366,11095,0,11461,0,177,11638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,839062,0,0,0,0,0,29280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868342,0,0,0,0,0,0,0,14788,14788,883130,0,0,41501,1305,0,0,69923,2066,0,0,0,0,39103,2809,0,0,96047,7521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204194,12479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450768,26180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Countryside Manor,CCNH   ,2020,0,0,0,0,0,0,0,0,263692,263692,0,0,0,0,0,0,0,0,19946,0,0,7261,27207,94438,63798,87314,27403,12384,69278,354615,0,0,13379,31185,44564,0,19789,54408,0,74197,347703,0,95042,27613,589119,0,175747,31605,254965,2865,0,31036,22958,0,43960,10665,98803,0,672604,90,90,85,64,3761,20701,0,1756,46,186,26450,16,3,26469,4390,894,0,5496,10780,247,74,0,611,932,3153,929,0,5836,9918,11765533,-6565476,0,0,1044866,-78694,2058663,-327170,76755,-76755,118447,-117892,30977,0,16379,0,395718,-139212,219349,-219349,72235,-59229,60010,-60010,350613,-274381,241600,-241600,0,263463,8554840,0,0,0,0,1024,0,0,0,1024,8555864,0,0,139248,2167,0,0,228536,9212,0,0,58033,2099,370649,22527,62220,2243,185885,12284,56123,2055,37980,2170,0,0,136548,8009,0,0,0,0,0,0,0,0,166625,3224,606349,14866,326594,10481,757383,25161,0,0,1567687,75019,358313,10159,44061,988,247697,6242,156402,6573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180848,3966,0,0,0,0,0,0,5687181,219445,0,0,0,0,0,0,0,0,-76755,-117892,-6565476,0,-78694,0,0,-274381,-241600,-327170,-139212,-219349,-59229,-60010
Crestfield Rehab Ctr & Fenwood Manor,CCNH   ,2020,0,0,0,0,0,0,1383,1383,9021,10404,0,0,0,0,0,0,0,0,15429,1417,0,5489,22335,97315,47215,73290,29545,6995,90631,344991,0,0,0,12890,12890,0,0,1512,0,1512,332193,0,31933,10261,388789,0,231200,12033,276490,18751,0,653,17341,0,399,3342,114203,0,674412,95,95,82,75,4023,24177,0,1612,0,188,30000,3,0,30003,1698,2124,0,7763,11585,864,423,0,1882,3169,2182,1939,0,8272,12393,9567583,-3377484,0,0,901385,325136,1524073,-66606,162895,-162855,159353,-159353,3880,-3880,280,-280,382352,-320892,324050,-324050,194150,-169527,158525,-158525,483152,-393741,331800,-331800,0,326960,9376581,0,0,0,0,135,0,0,0,135,9376716,0,0,144185,1912,0,0,254545,9179,76871,2017,78338,1964,448620,24753,11974,607,252006,15214,61268,2090,40905,2068,0,0,123367,6918,0,0,0,0,0,0,0,0,134112,2551,556553,1409,486814,23299,1170854,34786,0,0,1673517,81184,273681,7305,91101,2377,229160,6120,126157,5361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183374,5403,0,0,0,0,0,0,6417402,236517,0,0,0,0,0,0,0,0,-162855,-159353,-3377484,0,325136,-3880,-280,-393741,-331800,-66606,-320892,-324050,-169527,-158525
Crestfield Rehab Ctr & Fenwood Manor,RHNS   ,2020,0,0,0,0,0,0,874,874,5699,6573,0,0,0,0,0,0,0,0,1996,183,0,710,2889,12591,6109,9483,3823,905,11727,44638,0,0,0,8141,8141,0,0,955,0,955,209806,0,20169,6481,245552,0,0,1557,35774,0,0,84,0,0,0,433,13268,0,51116,60,60,19,7,1626,0,0,2234,0,0,3860,22,0,3882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8060,-2316,0,0,429088,269269,999915,16385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1720401,0,0,0,0,17,0,0,0,17,1720418,0,0,18656,247,0,0,32935,1188,9946,261,10136,254,58046,3203,1549,78,32606,1969,7927,270,5293,268,0,0,15962,895,0,0,0,0,0,0,0,0,18856,359,5461,192,68448,3276,189475,6093,0,0,199525,10547,0,0,0,0,0,0,16324,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23726,700,0,0,0,0,0,0,714871,30494,0,0,0,0,0,0,0,0,0,0,-2316,0,269269,0,0,0,0,16385,0,0,0,0
"Crestwood Manor, Inc",RCH    ,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRI-Boyd Street,ICF-IID,2020,23236,0,0,0,0,0,0,0,0,23236,23236,0,0,0,0,0,0,0,0,0,0,0,0,23137,3473,7012,2194,3111,5523,44450,0,14228,0,0,14228,0,0,0,0,0,0,0,0,-75,14153,0,0,0,44070,0,0,0,0,0,0,179,54883,0,99132,6,6,6,6,0,2110,0,0,0,0,2110,0,0,2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292781,0,0,0,0,8,0,0,3333,3341,1296122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2224,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35345,1050,0,0,239677,9549,0,0,228746,14640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78355,3193,0,0,584347,28527,0,0,0,275022,309325,584347,0,584347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRI-Edward Avenue,ICF-IID,2020,26187,0,0,0,0,0,0,0,0,26187,26187,0,0,0,0,0,0,0,0,0,0,0,0,18418,7316,5323,1639,8982,6095,47773,0,17034,0,0,17034,0,0,0,0,0,0,208,0,1814,19056,0,0,0,33796,0,0,0,0,0,0,352,28584,0,62732,6,6,6,6,0,2028,0,0,0,0,2028,0,0,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192238,0,0,0,0,8,0,0,3342,3350,1195588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3720,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35344,1050,0,0,273883,10603,0,0,270497,17091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82946,3332,0,0,666390,32234,0,0,0,309227,357163,666390,0,666390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRI-Erica Lane,ICF-IID,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19444,3653,7875,0,9098,569,40639,0,0,900,572,1472,0,0,4179,0,4179,25820,0,5984,646,38101,0,0,0,44050,0,0,0,0,0,0,213,23603,0,67866,4,4,4,4,0,1413,0,0,0,0,1413,0,0,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974055,0,0,0,0,7,0,0,3066,3073,977128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2934,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27155,807,0,0,275255,10966,0,0,177544,11126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74659,3081,0,0,557547,26105,0,0,0,302410,255138,557548,0,557548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRI-Farmington Avenue,ICF-IID,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21627,6304,7308,2861,8687,611,47398,0,3999,0,1475,5474,0,0,0,0,0,0,9580,0,374,15428,0,0,0,26189,0,0,0,0,0,0,53,154074,0,180316,6,6,6,6,0,2092,0,0,0,0,2092,0,0,2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053834,0,0,0,0,7,0,0,12284,12291,1066125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2806,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40459,1202,0,0,0,0,0,0,362329,23607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81223,5002,0,0,486817,29930,0,0,0,40459,446358,486817,0,486817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRI-Honey Hill,ICF-IID,2020,24001,0,0,0,0,0,0,0,0,24001,24001,0,0,0,0,0,0,0,0,0,0,0,0,26674,4687,6904,2077,9225,5915,55482,0,13617,0,0,13617,0,0,0,0,0,0,4442,0,825,18884,0,0,0,40357,0,0,0,0,0,0,443,150961,0,191761,6,6,5,6,0,2093,0,0,0,0,2093,0,0,2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072105,0,0,0,0,8,0,0,21106,21114,1093219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4789,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35344,1050,0,0,53,2,0,0,375901,22760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77122,2995,0,0,493209,27011,0,0,0,35397,457812,493209,0,493209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
